Using device: cuda
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
   Validation loss: 0.21448367037649813
